ID da fila;ID do pedido;Data do pedido;Data de envio;Modo de envio;ID do cliente;Nome do cliente;Segmento;Cidade;longitude;latitude;Estado;País/Região;Região;ID do produto;Categoria;Sub-categoria;Nome do produto;Vendas;Quantidade;Desconto;Lucro
3202;MX-2021-111234;28/10/2021;28/10/2021;No mesmo dia;MF-18985;Miguel Ferreira;Pequenas e Medias Empresas;franca;-47,40233163;-20,536097;São Paulo;Brasil;Sul;MÓV-CA-10002523;Móveis;Cadeiras;HON Banqueta, Preto;4299,2;4;0;1160
3203;MX-2021-111234;28/10/2021;28/10/2021;No mesmo dia;MF-18985;Miguel Ferreira;Pequenas e Medias Empresas;franca;-47,40233163;-20,536097;São Paulo;Brasil;Sul;MÓV-ES-10001528;Móveis;Estantes;Bush Gaveteiro, Preto;964,8;1;0;347,2
3204;MX-2021-111234;28/10/2021;28/10/2021;No mesmo dia;MF-18985;Miguel Ferreira;Pequenas e Medias Empresas;franca;-47,40233163;-20,536097;São Paulo;Brasil;Sul;MAT-ET-10001028;Material de escritório;Etiquetas;Avery Etiquetas jurídicas, Ajustável;431,2;7;0;50,4
3213;MX-2020-134005;02/06/2020;06/06/2020;Classe padrão;VB-21190;Vinícius Barbosa;Grande Empresa;porto alegre;-51,22866046;-30,03003677;Rio Grande do Sul;Brasil;Sul;MAT-CO-10000559;Material de escritório;Colchetes;Advantus Alfinetes, Embalagem tipo bulk;192,4;2;0;76,8
3214;MX-2020-134005;02/06/2020;06/06/2020;Classe padrão;VB-21190;Vinícius Barbosa;Grande Empresa;porto alegre;-51,22866046;-30,03003677;Rio Grande do Sul;Brasil;Sul;MÓV-ME-10000768;Móveis;Mesas;Bevis Mesa redonda, Retangular;8252,16;3;0,2;-1444,44
3228;MX-2021-143700;11/08/2021;17/08/2021;Classe padrão;TP-20980;Tomás Pinto;Grande Empresa;pouso alegre;-45,93714428;-22,230303;Minas Gerais;Brasil;Sul;MAT-EN-10003894;Material de escritório;Envelopes;Jiffy Envelope kraft, Vermelho;394;2;0;196,8
3242;MX-2021-136889;11/04/2021;16/04/2021;Segunda classe;GC-14575;Gabrielly Cunha;Varejo;são luís;-44,29791856;-2,531885985;Maranhão;Brasil;Sul;TEC-CO-10002110;Tecnologia;Copiadoras;HP Copiadora, Par;9728,1048;6;0,002;369,3048
3248;MX-2020-145107;30/08/2020;03/09/2020;Classe padrão;LA-17635;Luis Alves;Grande Empresa;boa esperança;-45,56440893;-21,09053108;Minas Gerais;Brasil;Sul;TEC-AC-10002602;Tecnologia;Acessórios;Logitech Cartão de memória, Reciclado;1349,2;2;0;499,2
3249;MX-2020-145107;30/08/2020;03/09/2020;Classe padrão;LA-17635;Luis Alves;Grande Empresa;boa esperança;-45,56440893;-21,09053108;Minas Gerais;Brasil;Sul;MAT-AR-10003284;Material de escritório;Arte;BIC Canetas, Embalagem tipo bulk;97;1;0;2,8
3250;MX-2020-145107;30/08/2020;03/09/2020;Classe padrão;LA-17635;Luis Alves;Grande Empresa;boa esperança;-45,56440893;-21,09053108;Minas Gerais;Brasil;Sul;MAT-CO-10002105;Material de escritório;Colchetes;OIC Clips de papel, Metal;291;3;0;60,6
3251;MX-2020-145107;30/08/2020;03/09/2020;Classe padrão;LA-17635;Luis Alves;Grande Empresa;boa esperança;-45,56440893;-21,09053108;Minas Gerais;Brasil;Sul;MAT-EN-10004688;Material de escritório;Envelopes;Ames Malote, Prata;950,4;3;0;360,6
3252;MX-2020-150238;12/12/2020;15/12/2020;Segunda classe;EC-14005;Evelyn Correia;Pequenas e Medias Empresas;são paulo;-46,57038318;-23,5673865;São Paulo;Brasil;Sul;MAT-EN-10003731;Material de escritório;Envelopes;Ames Envelope com fecho, Prata;192;3;0;74,4
3253;MX-2020-150238;12/12/2020;15/12/2020;Segunda classe;EC-14005;Evelyn Correia;Pequenas e Medias Empresas;são paulo;-46,57038318;-23,5673865;São Paulo;Brasil;Sul;MAT-MA-10001589;Material de escritório;Materiais;Fiskars Régua, Industrial;107;1;0;21,4
3254;MX-2020-150238;12/12/2020;15/12/2020;Segunda classe;EC-14005;Evelyn Correia;Pequenas e Medias Empresas;são paulo;-46,57038318;-23,5673865;São Paulo;Brasil;Sul;MAT-AR-10000939;Material de escritório;Arte;Boston Marcador, Tamanhos variados;591;3;0;206,4
3264;MX-2020-142734;25/10/2020;31/10/2020;Classe padrão;CF-12070;Camila Fernandes;Pequenas e Medias Empresas;contagem;-44,06634465;-19,94344591;Minas Gerais;Brasil;Sul;TEC-CO-10002446;Tecnologia;Copiadoras;Canon Copiadora, Vermelho;3464,2576;2;0,002;930,2576
3283;MX-2020-166590;25/06/2020;29/06/2020;Classe padrão;MC-18850;Matilde Costa;Varejo;são bernardo do campo;-46,55025725;-23,7103045;São Paulo;Brasil;Sul;TEC-MÁ-10002695;Tecnologia;Máquinas;Panasonic Impressora de nota fiscal, Durável;1613,6;2;0;128,8
3284;MX-2020-166590;25/06/2020;29/06/2020;Classe padrão;MC-18850;Matilde Costa;Varejo;são bernardo do campo;-46,55025725;-23,7103045;São Paulo;Brasil;Sul;MAT-ET-10001117;Material de escritório;Etiquetas;HON Etiquetas para codificação colorida, Vermelho;421;5;0;202
3314;MX-2018-141726;11/11/2018;16/11/2018;Segunda classe;GG-14410;Gabriel Gomes;Pequenas e Medias Empresas;maceió;-35,70162991;-9,660822152;Alagoas;Brasil;Sul;MÓV-CA-10003855;Móveis;Cadeiras;Harbour Creations Cadeira dobrável, Preto;3182;5;0;159
3315;MX-2020-137855;19/01/2020;25/01/2020;Classe padrão;BC-11140;Beatriz Castro;Varejo;itajaí;-48,65702321;-26,90742624;Santa Catarina;Brasil;Sul;MÓV-MÓ-10001428;Móveis;Móveis;Rubbermaid Moldura, Premium;2170,2;3;0;195
3316;MX-2020-137855;19/01/2020;25/01/2020;Classe padrão;BC-11140;Beatriz Castro;Varejo;itajaí;-48,65702321;-26,90742624;Santa Catarina;Brasil;Sul;MAT-AC-10003704;Material de escritório;Eletrônicos;Hoover Geladeira, Preto;10513,8;3;0;946,2
3317;MX-2021-135279;29/08/2021;29/08/2021;No mesmo dia;CF-12565;Clara Ferreira;Varejo;santiago;-54,86907585;-29,19146017;Santiago;Chile;Sul;MAT-PA-10001401;Material de escritório;Papel;Xerox Artigos de papelaria, Multicolorido;927,6;3;0;120
3327;MX-2019-148187;21/03/2019;26/03/2019;Classe padrão;RR-19840;Raissa Ribeiro;Varejo;curitiba;-49,27184789;-25,432956;Paraná;Brasil;Sul;TEC-AC-10001287;Tecnologia;Acessórios;Enermax Teclado numérico, Programável;1568,8;4;0;328,8
3328;MX-2019-148187;21/03/2019;26/03/2019;Classe padrão;RR-19840;Raissa Ribeiro;Varejo;curitiba;-49,27184789;-25,432956;Paraná;Brasil;Sul;TEC-CO-10000130;Tecnologia;Copiadoras;Hewlett Tinta, Digital;8881,4016;9;0,002;2561,6016
3349;MX-2021-142356;21/11/2021;22/11/2021;Primeira classe;PS-19570;Pedro Silva;Varejo;araguaína;-48,20870525;-7,19132894;Tocantins;Brasil;Sul;MAT-EN-10000917;Material de escritório;Envelopes;Ames Fita dupla face, Reciclado;583;5;0;151
3350;MX-2018-110429;18/10/2018;19/10/2018;Primeira classe;CG-12355;Carolina Goncalves;Varejo;são paulo;-46,57038318;-23,5673865;São Paulo;Brasil;Sul;MÓV-CA-10003172;Móveis;Cadeiras;HON Cadeira de balanço, Ajustável;1774,8;2;0;35,2
3351;MX-2020-133634;02/07/2020;06/07/2020;Classe padrão;BB-11365;Brenda Barros;Grande Empresa;são vicente;-36,68866185;-6,214963878;São Paulo;Brasil;Sul;MAT-MA-10002078;Material de escritório;Materiais;Acme Cortador de papel, Industrial;616;2;0;227,6
3352;MX-2020-133634;02/07/2020;06/07/2020;Classe padrão;BB-11365;Brenda Barros;Grande Empresa;são vicente;-36,68866185;-6,214963878;São Paulo;Brasil;Sul;MAT-FI-10002390;Material de escritório;Fichários;Cardinal Capa para fichário, Reciclado;164,8;2;0;22,8
3353;US-2019-153353;19/09/2019;21/09/2019;Primeira classe;CS-12220;Carla Silva;Varejo;buenos aires;-35,32957041;-7,72437221;Cidade Autônoma de Buenos Aires;Argentina;Sul;MAT-MA-10003095;Material de escritório;Materiais;Elite Tesouras, Azul;564,12;3;0,4;-357,48
3366;MX-2021-108189;04/12/2021;07/12/2021;Segunda classe;EG-13330;Eduardo Goncalves;Varejo;garanhuns;-36,49305028;-8,88890553;Pernambuco;Brasil;Sul;MAT-CO-10000097;Material de escritório;Colchetes;OIC Elásticos, Metal;343,8;3;0;165
3367;MX-2021-108189;04/12/2021;07/12/2021;Segunda classe;EG-13330;Eduardo Goncalves;Varejo;garanhuns;-36,49305028;-8,88890553;Pernambuco;Brasil;Sul;TEC-AC-10003289;Tecnologia;Acessórios;SanDisk Teclado numérico, Durável;1111,2;3;0;232,8
3386;MX-2021-142510;09/12/2021;11/12/2021;Segunda classe;SO-20545;Sofia Oliveira;Grande Empresa;cotia;-46,93184633;-23,603514;São Paulo;Brasil;Sul;MÓV-ES-10004160;Móveis;Estantes;Safco Conjunto de pratelheiras, Branco;5313,6;4;0;2550,4
3410;MX-2021-117072;11/05/2021;16/05/2021;Segunda classe;BC-11500;Breno Castro;Varejo;santiago;-54,86907585;-29,19146017;Santiago;Chile;Sul;MAT-EN-10002723;Material de escritório;Envelopes;Ames Fita dupla face, Conjunto de 50;373,8;3;0;3,6
3411;MX-2021-117072;11/05/2021;16/05/2021;Segunda classe;BC-11500;Breno Castro;Varejo;santiago;-54,86907585;-29,19146017;Santiago;Chile;Sul;MAT-EN-10003067;Material de escritório;Envelopes;Jiffy Envelope com fecho, Vermelho;402;5;0;176
3412;MX-2021-117072;11/05/2021;16/05/2021;Segunda classe;BC-11500;Breno Castro;Varejo;santiago;-54,86907585;-29,19146017;Santiago;Chile;Sul;MAT-MA-10000400;Material de escritório;Materiais;Elite Abridor de carta, Azul;546;3;0;87
3413;MX-2021-117072;11/05/2021;16/05/2021;Segunda classe;BC-11500;Breno Castro;Varejo;santiago;-54,86907585;-29,19146017;Santiago;Chile;Sul;TEC-AC-10004115;Tecnologia;Acessórios;Logitech Teclado, Reciclado;936,8;2;0;18,4
3423;MX-2020-109183;21/06/2020;23/06/2020;Segunda classe;GO-15070;Gustavo Oliveira;Varejo;senhor do bonfim;-40,18998454;-10,45677149;Bahia;Brasil;Sul;MAT-AR-10004163;Material de escritório;Armazenamento;Eldon Carrinho bandeja, Industrial;1711,6;2;0;0
3473;MX-2020-130911;05/10/2020;07/10/2020;Segunda classe;JA-15655;Júlia Azevedo;Grande Empresa;arapiraca;-36,65729651;-9,755907011;Alagoas;Brasil;Sul;MÓV-CA-10003058;Móveis;Cadeiras;Office Star Cadeira de praia, Preto;706,8;2;0;42,4
3474;US-2020-103422;15/09/2020;19/09/2020;Classe padrão;DS-12925;Diego Silva;Varejo;belo horizonte;-43,92645317;-19,93752429;Minas Gerais;Brasil;Sul;MAT-CO-10004828;Material de escritório;Colchetes;Stockwell Clips de papel, Embalagem com 12;71,04;2;0,6;-104,96
3475;US-2020-103422;15/09/2020;19/09/2020;Classe padrão;DS-12925;Diego Silva;Varejo;belo horizonte;-43,92645317;-19,93752429;Minas Gerais;Brasil;Sul;MAT-AR-10001690;Material de escritório;Arte;Stanley Bloco de desenho, Embalagem tipo bulk;476,8;4;0,6;-357,6
3484;MX-2021-131457;07/04/2021;11/04/2021;Classe padrão;BC-11140;Beatriz Castro;Varejo;cuiabá;-56,07325204;-15,56998901;Mato Grosso;Brasil;Sul;MAT-FI-10004209;Material de escritório;Fichários;Avery Capa para fichário, Durável;167,6;2;0;62
3485;MX-2021-131457;07/04/2021;11/04/2021;Classe padrão;BC-11140;Beatriz Castro;Varejo;cuiabá;-56,07325204;-15,56998901;Mato Grosso;Brasil;Sul;MÓV-ES-10003175;Móveis;Estantes;Ikea Conjunto de pratelheiras, Metal;3396;3;0;509,4
3498;MX-2020-166443;21/08/2020;25/08/2020;Classe padrão;VS-21820;Vitória Sousa;Varejo;maceió;-35,70162991;-9,660822152;Alagoas;Brasil;Sul;MAT-PA-10004530;Material de escritório;Papel;Green Bar Caderno, Multicolorido;1248;6;0;261,6
3499;MX-2020-166443;21/08/2020;25/08/2020;Classe padrão;VS-21820;Vitória Sousa;Varejo;maceió;-35,70162991;-9,660822152;Alagoas;Brasil;Sul;TEC-MÁ-10000304;Tecnologia;Máquinas;Panasonic Impressora, Vermelho;7030,4;4;0;3515,2
3500;MX-2020-166443;21/08/2020;25/08/2020;Classe padrão;VS-21820;Vitória Sousa;Varejo;maceió;-35,70162991;-9,660822152;Alagoas;Brasil;Sul;MÓV-CA-10003058;Móveis;Cadeiras;Office Star Cadeira de praia, Preto;1060,2;3;0;63,6
3531;MX-2021-113355;18/09/2021;23/09/2021;Classe padrão;IA-15295;Isabella Alves;Varejo;são paulo;-46,57038318;-23,5673865;São Paulo;Brasil;Sul;TEC-CO-10000064;Tecnologia;Copiadoras;Sharp Fax, Vermelho;5865,246;3;0,002;1692,246
3532;MX-2021-113355;18/09/2021;23/09/2021;Classe padrão;IA-15295;Isabella Alves;Varejo;são paulo;-46,57038318;-23,5673865;São Paulo;Brasil;Sul;TEC-AC-10000042;Tecnologia;Acessórios;Enermax Pen drive, Durável;1947,4;7;0;232,4
3533;MX-2021-113355;18/09/2021;23/09/2021;Classe padrão;IA-15295;Isabella Alves;Varejo;são paulo;-46,57038318;-23,5673865;São Paulo;Brasil;Sul;MAT-FI-10002233;Material de escritório;Fichários;Wilson Jones Reforço para fichário, Econômico;211,4;7;0;85,4
3538;MX-2018-108994;07/09/2018;07/09/2018;No mesmo dia;BB-11605;Bruna Barros;Varejo;colombo;-49,22743798;-25,29434029;Paraná;Brasil;Sul;TEC-CO-10004672;Tecnologia;Copiadoras;Sharp Fax e copiadora, Par;2243,504;2;0,002;17,904
3539;MX-2021-158946;01/09/2021;03/09/2021;Segunda classe;DS-13045;Diogo Souza;Grande Empresa;caxias do sul;-51,17886021;-29,16689901;Rio Grande do Sul;Brasil;Sul;MAT-FI-10000469;Material de escritório;Fichários;Acco Reforço para fichário, Econômico;310,8;7;0;51,8
3540;MX-2021-158946;01/09/2021;03/09/2021;Segunda classe;DS-13045;Diogo Souza;Grande Empresa;caxias do sul;-51,17886021;-29,16689901;Rio Grande do Sul;Brasil;Sul;MAT-CO-10004945;Material de escritório;Colchetes;Stockwell Elásticos, Tamanhos variados;90,6;1;0;4,4
3546;MX-2021-137442;21/10/2021;23/10/2021;Segunda classe;VF-21280;Vinicius Fernandes;Varejo;são paulo;-46,57038318;-23,5673865;São Paulo;Brasil;Sul;MÓV-CA-10002542;Móveis;Cadeiras;HON Protetor de piso, Par;2696,4;7;0;1212,4
3547;MX-2021-137442;21/10/2021;23/10/2021;Segunda classe;VF-21280;Vinicius Fernandes;Varejo;são paulo;-46,57038318;-23,5673865;São Paulo;Brasil;Sul;TEC-CO-10000089;Tecnologia;Copiadoras;Brother Fax sem fio, Digital;5035,908;2;0,002;1049,508
3548;MX-2021-137442;21/10/2021;23/10/2021;Segunda classe;VF-21280;Vinicius Fernandes;Varejo;são paulo;-46,57038318;-23,5673865;São Paulo;Brasil;Sul;MAT-EN-10001135;Material de escritório;Envelopes;Jiffy Malote, Reciclado;2111,2;7;0;716,8
3549;MX-2021-137442;21/10/2021;23/10/2021;Segunda classe;VF-21280;Vinicius Fernandes;Varejo;são paulo;-46,57038318;-23,5673865;São Paulo;Brasil;Sul;MÓV-ME-10001141;Móveis;Mesas;Chromcraft Mesa de conferência, Retangular;9282,56;2;0,2;-812,24
3550;MX-2021-137442;21/10/2021;23/10/2021;Segunda classe;VF-21280;Vinicius Fernandes;Varejo;são paulo;-46,57038318;-23,5673865;São Paulo;Brasil;Sul;MAT-ET-10004236;Material de escritório;Etiquetas;Harbour Creations Etiquetas removíveis, Ajustável;275;5;0;93
3551;MX-2020-112578;10/11/2020;10/11/2020;No mesmo dia;KP-16300;Kaua Pereira;Grande Empresa;caucaia;-38,66401754;-3,736487;Ceará;Brasil;Sul;MAT-FI-10001093;Material de escritório;Fichários;Wilson Jones Reforço para fichário, Reciclado;195,6;6;0;52,8
3552;MX-2020-112578;10/11/2020;10/11/2020;No mesmo dia;KP-16300;Kaua Pereira;Grande Empresa;caucaia;-38,66401754;-3,736487;Ceará;Brasil;Sul;TEC-AC-10003371;Tecnologia;Acessórios;Memorex Pen drive, Durável;789,6;4;0;386,4
3553;MX-2019-107755;31/10/2019;04/11/2019;Classe padrão;LD-16510;Lara Dias;Varejo;são paulo;-46,57038318;-23,5673865;São Paulo;Brasil;Sul;TEC-TE-10000135;Tecnologia;Telefones;Apple Telefone do escritório, Embalagem tipo bulk;435,8;1;0;156,8
3560;MX-2019-109561;04/09/2019;08/09/2019;Classe padrão;BC-11395;Brenda Cavalcanti;Varejo;mossoró;-37,35687414;-5,193801235;Rio Grande do Norte;Brasil;Sul;MAT-ET-10004154;Material de escritório;Etiquetas;HON Etiquetas removíveis, Ajustável;272;5;0;40
3561;MX-2019-109561;04/09/2019;08/09/2019;Classe padrão;BC-11395;Brenda Cavalcanti;Varejo;mossoró;-37,35687414;-5,193801235;Rio Grande do Norte;Brasil;Sul;TEC-MÁ-10004537;Tecnologia;Máquinas;StarTech Telefone, Vermelho;2389;5;0;1075
3579;MX-2020-146738;04/10/2020;08/10/2020;Classe padrão;FR-14185;Fábio Ribeiro;Varejo;são paulo;-46,57038318;-23,5673865;São Paulo;Brasil;Sul;MAT-EN-10000729;Material de escritório;Envelopes;Kraft Envelope com fecho, Reciclado;104;2;0;39,2
3594;US-2021-119522;21/07/2021;23/07/2021;Segunda classe;SS-20425;Sarah Souza;Pequenas e Medias Empresas;buenos aires;-35,32957041;-7,72437221;Cidade Autônoma de Buenos Aires;Argentina;Sul;TEC-TE-10001522;Tecnologia;Telefones;Cisco Repetidor de sinal, Azul;3643,92;6;0,4;-607,68
3595;US-2021-119522;21/07/2021;23/07/2021;Segunda classe;SS-20425;Sarah Souza;Pequenas e Medias Empresas;buenos aires;-35,32957041;-7,72437221;Cidade Autônoma de Buenos Aires;Argentina;Sul;MÓV-ES-10001900;Móveis;Estantes;Sauder Estante tradicional, Tradicional;3487,92;2;0,4;-1046,48
3596;US-2021-119522;21/07/2021;23/07/2021;Segunda classe;SS-20425;Sarah Souza;Pequenas e Medias Empresas;buenos aires;-35,32957041;-7,72437221;Cidade Autônoma de Buenos Aires;Argentina;Sul;MAT-AR-10001754;Material de escritório;Armazenamento;Eldon Armários, Metal;2363,76;3;0,4;-236,64
3605;MX-2020-123043;29/11/2020;02/12/2020;Segunda classe;AC-10585;Ana Carvalho;Varejo;são paulo;-46,57038318;-23,5673865;São Paulo;Brasil;Sul;MAT-AR-10002310;Material de escritório;Armazenamento;Eldon Pastas, Industrial;698,4;6;0;153,6
3608;MX-2019-148733;15/04/2019;21/04/2019;Classe padrão;BB-11605;Bruna Barros;Varejo;jacareí;-45,9695932;-23,3048805;São Paulo;Brasil;Sul;TEC-CO-10003959;Tecnologia;Copiadoras;Canon Copiadora, Par;5232,3144;3;0,002;1981,5144
3609;MX-2019-148733;15/04/2019;21/04/2019;Classe padrão;BB-11605;Bruna Barros;Varejo;jacareí;-45,9695932;-23,3048805;São Paulo;Brasil;Sul;MAT-ET-10001841;Material de escritório;Etiquetas;Avery Etiquetas para organização de pastas, Branco;304;5;0;124
3650;MX-2020-101266;09/02/2020;11/02/2020;Segunda classe;JO-15730;Julia Oliveira;Varejo;palmares;-35,58833599;-8,6790825;Pernambuco;Brasil;Sul;TEC-TE-10003478;Tecnologia;Telefones;Samsung Headset, Azul;976;2;0;156
3651;MX-2021-100650;28/07/2021;02/08/2021;Segunda classe;LF-17200;Letícia Fernandes;Grande Empresa;curitiba;-49,27184789;-25,432956;Paraná;Brasil;Sul;TEC-CO-10004173;Tecnologia;Copiadoras;Hewlett Fax e copiadora, Par;3849,6852;3;0,002;686,4852
3653;US-2019-151330;01/10/2019;05/10/2019;Classe padrão;JR-16000;Julieta Ribeiro;Varejo;salvador;-38,48806148;-13,01477191;Bahia;Brasil;Sul;TEC-MÁ-10004649;Tecnologia;Máquinas;Panasonic Impressora de crachás, Branco;6429,92;14;0,6;-9325,68
3654;US-2019-151330;01/10/2019;05/10/2019;Classe padrão;JR-16000;Julieta Ribeiro;Varejo;salvador;-38,48806148;-13,01477191;Bahia;Brasil;Sul;MAT-ET-10003421;Material de escritório;Etiquetas;Smead Etiquetas para codificação colorida, Ajustável;204,4;7;0,6;-169,4
3655;US-2019-151330;01/10/2019;05/10/2019;Classe padrão;JR-16000;Julieta Ribeiro;Varejo;salvador;-38,48806148;-13,01477191;Bahia;Brasil;Sul;MAT-ET-10001057;Material de escritório;Etiquetas;Harbour Creations Etiquetas removíveis, Branco;55,2;2;0,6;-62,4
3657;MX-2018-159009;16/06/2018;20/06/2018;Classe padrão;EP-13705;Enzo Pinto;Varejo;são bernardo do campo;-46,55025725;-23,7103045;São Paulo;Brasil;Sul;MÓV-ES-10004617;Móveis;Estantes;Sauder Par, Tradicional;6874;7;0;1717,8
3680;MX-2020-117002;07/09/2020;08/09/2020;Primeira classe;EB-13975;Evelyn Barbosa;Grande Empresa;ji-paraná;-61,94509458;-10,88205132;Rondônia;Brasil;Sul;MAT-ET-10002675;Material de escritório;Etiquetas;HON Etiquetas de envio, Vermelho;895,2;12;0;98,4
3689;MX-2021-144708;11/04/2021;17/04/2021;Classe padrão;RC-19630;Rafael Castro;Grande Empresa;chapecó;-52,61703111;-27,10683702;Santa Catarina;Brasil;Sul;MAT-MA-10004072;Material de escritório;Materiais;Acme Estilete, Industrial;525,6;2;0;120,8
3690;MX-2021-144708;11/04/2021;17/04/2021;Classe padrão;RC-19630;Rafael Castro;Grande Empresa;chapecó;-52,61703111;-27,10683702;Santa Catarina;Brasil;Sul;MAT-ET-10002591;Material de escritório;Etiquetas;Harbour Creations Etiquetas para organização de pastas, Branco;116,4;2;0;13,6
3718;MX-2018-161480;24/02/2018;24/02/2018;No mesmo dia;CS-11950;Caio Souza;Varejo;pelotas;-52,34432006;-31,71959788;Rio Grande do Sul;Brasil;Sul;TEC-CO-10004172;Tecnologia;Copiadoras;Canon Fax sem fio, Vermelho;5014,7504;2;0,002;843,9504
3719;MX-2018-161480;24/02/2018;24/02/2018;No mesmo dia;CS-11950;Caio Souza;Varejo;pelotas;-52,34432006;-31,71959788;Rio Grande do Sul;Brasil;Sul;TEC-TE-10001215;Tecnologia;Telefones;Cisco Repetidor de sinal, Tamanho real;6124,8;6;0;2388
3720;MX-2018-161480;24/02/2018;24/02/2018;No mesmo dia;CS-11950;Caio Souza;Varejo;pelotas;-52,34432006;-31,71959788;Rio Grande do Sul;Brasil;Sul;MAT-PA-10003486;Material de escritório;Papel;SanDisk Resma, Embalagem com 12;678,6;3;0;13,2
3732;MX-2018-105025;25/12/2018;01/01/2019;Classe padrão;GC-14725;Giovanna Costa;Varejo;buenos aires;-35,32957041;-7,72437221;Cidade Autônoma de Buenos Aires;Argentina;Sul;MAT-CO-10001559;Material de escritório;Colchetes;Stockwell Alfinetes, Embalagem tipo bulk;111,84;2;0,4;7,44
3733;MX-2018-105025;25/12/2018;01/01/2019;Classe padrão;GC-14725;Giovanna Costa;Varejo;buenos aires;-35,32957041;-7,72437221;Cidade Autônoma de Buenos Aires;Argentina;Sul;MAT-CO-10002467;Material de escritório;Colchetes;Accos Grampos, Embalagem tipo bulk;87,6;2;0,4;-4,4
3743;MX-2019-149895;29/12/2019;03/01/2020;Classe padrão;RC-19720;Rafaela Carvalho;Varejo;boa vista;-60,67053267;2,816681919;Roraima;Brasil;Sul;MAT-AR-10002419;Material de escritório;Arte;Boston Canetas, Azul;474;5;0;151
3744;MX-2019-149895;29/12/2019;03/01/2020;Classe padrão;RC-19720;Rafaela Carvalho;Varejo;boa vista;-60,67053267;2,816681919;Roraima;Brasil;Sul;MÓV-MÓ-10004592;Móveis;Móveis;Tenex Relógio de parede, Durável;630,4;2;0;226,8
3745;MX-2019-146689;24/10/2019;29/10/2019;Classe padrão;TS-20815;Tânia Santos;Grande Empresa;feira de santana;-38,9600331;-12,22928425;Bahia;Brasil;Sul;MÓV-CA-10004326;Móveis;Cadeiras;Novimex Cadeira de balanço, Par;4456;5;0;1604
3783;MX-2021-157308;07/05/2021;11/05/2021;Segunda classe;MS-18370;Marina Santos;Varejo;gravataí;-50,99079297;-29,94551891;Rio Grande do Sul;Brasil;Sul;MAT-AR-10004005;Material de escritório;Arte;Boston Bloco de desenho, Embalagem tipo bulk;977,4;3;0;107,4
3784;MX-2021-157308;07/05/2021;11/05/2021;Segunda classe;MS-18370;Marina Santos;Varejo;gravataí;-50,99079297;-29,94551891;Rio Grande do Sul;Brasil;Sul;MAT-FI-10004625;Material de escritório;Fichários;Acco Reforço para fichário, Durável;54,4;1;0;17,4
3792;MX-2021-137869;23/04/2021;27/04/2021;Segunda classe;VR-21325;Vinicius Ribeiro;Varejo;santiago;-54,86907585;-29,19146017;Santiago;Chile;Sul;TEC-TE-10003808;Tecnologia;Telefones;Nokia Headset, Azul;1462,2;3;0;131,4
3793;MX-2018-156748;28/02/2018;28/02/2018;No mesmo dia;RL-20170;Ryan Lima;Varejo;farroupilha;-51,34834957;-29,22367919;Rio Grande do Sul;Brasil;Sul;TEC-MÁ-10001199;Tecnologia;Máquinas;Okidata Impressora, Multicolorido;3580;2;0;1109,6
3794;MX-2021-135209;02/12/2021;04/12/2021;Segunda classe;LG-17710;Luís Gomes;Varejo;passos;-46,61141257;-20,7192119;Minas Gerais;Brasil;Sul;MÓV-CA-10000711;Móveis;Cadeiras;SAFCO Cadeira de balanço, Ajustável;2748;3;0;1126,2
3795;MX-2021-135209;02/12/2021;04/12/2021;Segunda classe;LG-17710;Luís Gomes;Varejo;passos;-46,61141257;-20,7192119;Minas Gerais;Brasil;Sul;MAT-AR-10001300;Material de escritório;Arte;BIC Bloco de desenho, Azul;648,8;2;0;123,2
3796;MX-2021-135209;02/12/2021;04/12/2021;Segunda classe;LG-17710;Luís Gomes;Varejo;passos;-46,61141257;-20,7192119;Minas Gerais;Brasil;Sul;MAT-FI-10003340;Material de escritório;Fichários;Wilson Jones Capa para fichário, Reciclado;77;1;0;4,6
3797;MX-2021-135209;02/12/2021;04/12/2021;Segunda classe;LG-17710;Luís Gomes;Varejo;passos;-46,61141257;-20,7192119;Minas Gerais;Brasil;Sul;MÓV-ES-10002930;Móveis;Estantes;Ikea Gaveteiro, Preto;2875,8;3;0;316,2
3808;MX-2021-153192;16/06/2021;21/06/2021;Classe padrão;EP-13555;Emily Pinto;Grande Empresa;taubaté;-45,5566087;-23,0265555;São Paulo;Brasil;Sul;MAT-CO-10000736;Material de escritório;Colchetes;OIC Percevejo niquelado, Metal;189,2;2;0;47,2
3810;MX-2019-123715;04/12/2019;08/12/2019;Classe padrão;LG-17215;Letícia Goncalves;Varejo;recife;-34,88894194;-8,062762483;Pernambuco;Brasil;Sul;TEC-AC-10004745;Tecnologia;Acessórios;Memorex Teclado numérico, Programável;1868,4;6;0;746,4
3811;MX-2019-123715;04/12/2019;08/12/2019;Classe padrão;LG-17215;Letícia Goncalves;Varejo;recife;-34,88894194;-8,062762483;Pernambuco;Brasil;Sul;MAT-AR-10004761;Material de escritório;Arte;Crayola Tela, Metal;1403,2;4;0;504,8
3812;MX-2019-123715;04/12/2019;08/12/2019;Classe padrão;LG-17215;Letícia Goncalves;Varejo;recife;-34,88894194;-8,062762483;Pernambuco;Brasil;Sul;MAT-MA-10002219;Material de escritório;Materiais;Kleencut Abridor de carta, Industrial;573,6;3;0;148,8
